__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_gather_depth_cube_array_t,method,12,air.gather_depth_cube_array.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube_array:1560: return __metal_gather_depth_cube_array_t(derived.t, s.val, coord, array, int(a), stat",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_sparse_gather_75: %3 = tail call { <4 x float>, i8 } @air.gather_depth_cube_array.v4f32(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrsp",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_gather_depth_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_gather_depth_cube_t,method,12,air.gather_depth_cube.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube:1573: return __metal_gather_depth_cube_t(derived.t, s.val, coord, int(a), static_cast<thread bool",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_gather_129: %3 = tail call { <4 x float>, i8 } @air.gather_depth_cube.v4f32(%struct._depth_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* noca",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_gather_depth_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_gather_texture_2d_array_t,method,12,air.gather_texture_2d_array.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texture2d_array:1115: return __metal_gather_texture_2d_array_t(derived.t, s.val, coord, array, true, offset",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_gather_24: %3 = tail call { <4 x float>, i8 } @air.gather_texture_2d_array.v4f32(%struct._texture_2d_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrsp",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_gather_texture_2d_t,method,12,air.gather_texture_2d.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texture2d:1127: return __metal_gather_texture_2d_t(derived.t, s.val, coord, true, offset, int(cmpt), int(a)",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_gather_25: %3 = tail call { <4 x float>, i8 } @air.gather_texture_2d.v4f32(%struct._texture_2d_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* noca",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_gather_texture_cube_array_t,method,12,air.gather_texture_cube_array.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube_array:1142: return __metal_gather_texture_cube_array_t(derived.t, s.val, coord, array, int(cmpt",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_sparse_gather_26: %3 = tail call { <4 x float>, i8 } @air.gather_texture_cube_array.v4f32(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t ad",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_gather_texture_cube_t,method,12,air.gather_texture_cube.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube:1145: return __metal_gather_texture_cube_t(derived.t, s.val, coord, int(cmpt), int(a), static_c",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_gather_27: %3 = tail call { <4 x float>, i8 } @air.gather_texture_cube.v4f32(%struct._texture_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* ",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_get_array_size_depth_2d_array_t,method,6,air.get_array_size_depth_2d_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_array:1807: return __metal_get_array_size_depth_2d_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_array_size_76: %2 = tail call i32 @air.get_array_size_depth_2d_array(%struct._depth_2d_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_array_size_depth_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_array_size_depth_2d_ms_array_t,method,6,air.get_array_size_depth_2d_ms_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_ms_array:271: return __metal_get_array_size_depth_2d_ms_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_array_size_77: %2 = tail call i32 @air.get_array_size_depth_2d_ms_array(%struct._depth_2d_ms_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_array_size_depth_2d_ms_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_array_size_depth_cube_array_t,method,6,air.get_array_size_depth_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depthcube_array:1796: return __metal_get_array_size_depth_cube_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_array_size_78: %2 = tail call i32 @air.get_array_size_depth_cube_array(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_array_size_depth_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_array_size_texture_1d_array_t,method,6,air.get_array_size_texture_1d_array,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture1d_array:1569: return __metal_get_array_size_texture_1d_array_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_array_size_texture_2d_array_t,method,6,air.get_array_size_texture_2d_array,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_array:2231: return __metal_get_array_size_texture_2d_array_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_array_size_texture_2d_ms_array_t,method,6,air.get_array_size_texture_2d_ms_array,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_ms_array:278: return __metal_get_array_size_texture_2d_ms_array_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_array_size_texture_cube_array_t,method,6,air.get_array_size_texture_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texturecube_array:2250: return __metal_get_array_size_texture_cube_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_array_size_79: %2 = tail call i32 @air.get_array_size_texture_cube_array(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_array_size_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_get_buffer_intersection_function_table,method,12,air.get.buffer.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:1641: return __metal_get_buffer_intersection_function_table(t, index, T());",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_buffer_intersection_function_table,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_candidate_curve_distance_intersection_query,method,1,air.get_candidate_curve_distance_intersection_query.instancing.triangle_data.curve_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4464: return __metal_get_candidate_curve_distance_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_13: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data.curve_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_curve_distance_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_curve_parameter_intersection_query,method,1,air.get_candidate_curve_parameter_intersection_query.instancing.triangle_data.curve_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4335: return __metal_get_candidate_curve_parameter_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_14: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data.curve_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_curve_parameter_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_geometry_id_intersection_query,method,1,air.get_candidate_geometry_id_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4477: return __metal_get_candidate_geometry_id_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_15: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_geometry_id_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_instance_count_intersection_query,method,1,air.get_candidate_instance_count_intersection_query.multi_level_instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4197: return __metal_get_candidate_instance_count_intersection_query(,xcode_probe_golden,golden/P15M/metal40_macosx26/probe.ll @probe_p15m_iq_0: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.multi_level_instancing.triangle_data(i8 3) #6,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_instance_count_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:52Z,promote_map.py@1.0.0
__metal_get_candidate_instance_id_intersection_query,method,2,air.get_candidate_instance_id_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4116: return __metal_get_candidate_instance_id_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_17: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_instance_id_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_intersection_type_intersection_query,method,1,air.get_candidate_intersection_type_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4451: __metal_get_candidate_intersection_type_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_18: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_intersection_type_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_object_to_world_transform_intersection_query,method,2,air.get_candidate_object_to_world_transform_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4131: __metal_get_candidate_object_to_world_transform_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_19: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_object_to_world_transform_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_primitive_data_intersection_query,method,1,air.get.candidate.primitive.data.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4490: return __metal_get_candidate_primitive_data_intersection_query(,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_candidate_primitive_data_intersection_query,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_candidate_primitive_id_intersection_query,method,1,air.get_candidate_primitive_id_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4483: return __metal_get_candidate_primitive_id_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_20: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_primitive_id_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_ray_direction_intersection_query,method,1,air.get_candidate_ray_direction_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4503: return __metal_get_candidate_ray_direction_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_21: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_ray_direction_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_ray_origin_intersection_query,method,1,air.get_candidate_ray_origin_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4497: return __metal_get_candidate_ray_origin_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_22: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_ray_origin_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_triangle_barycentric_coord_intersection_query,method,1,air.get_candidate_triangle_barycentric_coord_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4295: return __metal_get_candidate_triangle_barycentric_coord_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_23: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_triangle_barycentric_coord_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_triangle_distance_intersection_query,method,1,air.get_candidate_triangle_distance_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4457: return __metal_get_candidate_triangle_distance_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_24: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_triangle_distance_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_user_instance_id_intersection_query,method,2,air.get_candidate_user_instance_id_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4123: return __metal_get_candidate_user_instance_id_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_25: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_user_instance_id_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_candidate_world_to_object_transform_intersection_query,method,2,air.get_candidate_world_to_object_transform_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4141: __metal_get_candidate_world_to_object_transform_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_26: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_candidate_world_to_object_transform_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_committed_curve_parameter_intersection_query,method,1,air.get_committed_curve_parameter_intersection_query.instancing.triangle_data.curve_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4342: return __metal_get_committed_curve_parameter_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_27: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data.curve_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_committed_curve_parameter_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_committed_distance_intersection_query,method,1,air.get_committed_distance_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4516: return __metal_get_committed_distance_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_28: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_committed_distance_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_committed_geometry_id_intersection_query,method,1,air.get_committed_geometry_id_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4522: return __metal_get_committed_geometry_id_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_29: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_committed_geometry_id_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_committed_instance_count_intersection_query,method,1,air.get_committed_instance_count_intersection_query.multi_level_instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4242: return __metal_get_committed_instance_count_intersection_query(,xcode_probe_golden,golden/P15M/metal40_macosx26/probe.ll @probe_p15m_iq_1: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.multi_level_instancing.triangle_data(i8 3) #6,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_committed_instance_count_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:52Z,promote_map.py@1.0.0
