__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample
__metal_write_imageblock_slice_to_texture_1d_array_t,method,12,air.write_imageblock_slice_to_texture_1d_array,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture1d_array:383: __metal_write_imageblock_slice_to_texture_1d_array_t(derived.t, slice._imgblkptr, slic"
__metal_write_imageblock_slice_to_texture_1d_t,method,12,air.write_imageblock_slice_to_texture_1d,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture1d:383: __metal_write_imageblock_slice_to_texture_1d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_2d_array_t,method,12,air.write_imageblock_slice_to_texture_2d_array,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture2d_array:923: __metal_write_imageblock_slice_to_texture_2d_array_t(derived.t, slice._imgblkptr, slic"
__metal_write_imageblock_slice_to_texture_2d_t,method,12,air.write_imageblock_slice_to_texture_2d,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture2d:935: __metal_write_imageblock_slice_to_texture_2d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_3d_t,method,12,air.write_imageblock_slice_to_texture_3d,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture3d:936: __metal_write_imageblock_slice_to_texture_3d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_cube_array_t,method,12,air.write_imageblock_slice_to_texture_cube_array,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texturecube_array:950: __metal_write_imageblock_slice_to_texture_cube_array_t(derived.t, slice._imgblkptr, "
__metal_write_imageblock_slice_to_texture_cube_t,method,12,air.write_imageblock_slice_to_texture_cube,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texturecube:952: __metal_write_imageblock_slice_to_texture_cube_t(derived.t, slice._imgblkptr, slice._size_"
__metal_write_texture_1d_array_t,method,12,air.write_texture_1d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d_array:376: __metal_write_texture_1d_array_t(derived.t, coord, array, color, lod, int(a), int(c), "
__metal_write_texture_1d_t,method,12,air.write_texture_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d:376: __metal_write_texture_1d_t(derived.t, coord, color, lod, int(a), int(c), __METAL_TEXTURE_WRI"
__metal_write_texture_2d_array_t,method,12,air.write_texture_2d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_array:916: __metal_write_texture_2d_array_t(derived.t, coord, array, color, lod, int(a), int(c), "
__metal_write_texture_2d_t,method,12,air.write_texture_2d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d:928: __metal_write_texture_2d_t(derived.t, coord, color, lod, int(a), int(c), __METAL_TEXTURE_WRI"
__metal_write_texture_3d_t,method,12,air.write_texture_3d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture3d:929: __metal_write_texture_3d_t(derived.t, coord, color, lod, int(a), int(c), __METAL_TEXTURE_WRI"
__metal_write_texture_buffer_1d_t,method,12,air.write_texture_buffer_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture_buffer:146: __metal_write_texture_buffer_1d_t(derived.t, coord, color, int(a), int(c), __METAL_TEXT"
__metal_write_texture_cube_array_t,method,12,air.write,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube_array:943: __metal_write_texture_cube_array_t(derived.t, coord, face, array, color, lod, int(a)"
__metal_write_texture_cube_t,method,12,air.write,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube:945: __metal_write_texture_cube_t(derived.t, coord, face, color, lod, int(a), int(c), __METAL_T"
